,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
164,51029,"Buckingham County, VA",7447,3747,3569,7289,3128,3950,178,-822,1
165,51530,"Buena Vista city, VA",2526,919,1564,2407,693,1430,-645,-737,0
166,51031,"Campbell County, VA",25632,7591,17687,27535,6664,19551,-10096,-12887,0
167,51033,"Caroline County, VA",13590,7258,6148,14248,6432,7147,1110,-715,1
168,51035,"Carroll County, VA",12315,3500,8351,13655,2559,10663,-4851,-8104,0
169,51036,"Charles City County, VA",4213,2772,1396,4107,2496,1476,1376,1020,0
170,51037,"Charlotte County, VA",5897,2502,3311,5807,2155,3479,-809,-1324,0
171,51540,"Charlottesville city, VA",21455,16267,4801,22467,17901,2960,11466,14941,0
172,51550,"Chesapeake city, VA",110105,54999,53845,112662,52627,54047,1154,-1420,1
173,51041,"Chesterfield County, VA",172223,78954,91174,176362,81074,85045,-12220,-3971,0
174,51043,"Clarke County, VA",7731,3237,4295,8213,3051,4661,-1058,-1610,0
175,51570,"Colonial Heights city, VA",8593,2541,5937,8457,2367,5681,-3396,-3314,0
176,51580,"Covington city, VA",2329,1319,975,2382,914,1349,344,-435,1
177,51045,"Craig County, VA",2664,830,1757,2791,541,2140,-927,-1599,0
178,51047,"Culpeper County, VA",20131,8263,11549,22218,7759,13349,-3286,-5590,0
179,51049,"Cumberland County, VA",5040,2422,2538,4906,2036,2697,-116,-661,0
180,51590,"Danville city, VA",20169,12215,7756,18940,11059,7303,4459,3756,0
181,51051,"Dickenson County, VA",6878,2472,4274,6440,1335,4932,-1802,-3597,0
182,51053,"Dinwiddie County, VA",13339,6425,6769,13575,5765,7447,-344,-1682,0
183,51595,"Emporia city, VA",2691,1793,886,2366,1530,789,907,741,0
184,51057,"Essex County, VA",5666,3009,2602,5372,2542,2657,407,-115,1
185,51059,"Fairfax County, VA",440174,260835,173786,551183,355133,157710,87049,197423,0
186,51600,"Fairfax city, VA",11577,6636,4762,12028,7367,3702,1874,3665,0
187,51610,"Falls Church city, VA",7244,5006,2141,7757,5819,1324,2865,4495,0
188,51061,"Fauquier County, VA",35339,13891,20955,37460,12971,22127,-7064,-9156,0
189,51063,"Floyd County, VA",7626,2732,4671,8050,2300,5293,-1939,-2993,0
190,51065,"Fluvanna County, VA",12724,5885,6678,13592,5760,7025,-793,-1265,0
191,51067,"Franklin County, VA",26633,9082,16685,26971,7257,18569,-7603,-11312,0
192,51620,"Franklin city, VA",4351,2830,1496,4061,2519,1421,1334,1098,0
193,51069,"Frederick County, VA",36272,12683,22851,40440,11932,26083,-10168,-14151,0
194,51630,"Fredericksburg city, VA",11396,7114,4054,11257,6707,3744,3060,2963,0
195,51640,"Galax city, VA",2273,900,1332,2376,681,1603,-432,-922,0
196,51071,"Giles County, VA",7544,2730,4660,8212,1950,5910,-1930,-3960,0
197,51073,"Gloucester County, VA",19246,6764,12137,19619,5404,13096,-5373,-7692,0
198,51075,"Goochland County, VA",13287,4676,8448,14037,4889,8384,-3772,-3495,0
199,51077,"Grayson County, VA",7146,2094,4801,7285,1407,5592,-2707,-4185,0
200,51079,"Greene County, VA",8993,3284,5558,9607,2924,5945,-2274,-3021,0
201,51081,"Greensville County, VA",4925,3135,1766,4363,2558,1737,1369,821,0
202,51083,"Halifax County, VA",16663,7760,8699,16994,6897,9704,-939,-2807,0
203,51650,"Hampton city, VA",71713,51733,19193,62277,41312,17902,32540,23410,0
204,51085,"Hanover County, VA",58936,18283,39920,62723,19382,39630,-21637,-20248,0
205,51660,"Harrisonburg city, VA",15541,8650,6564,17987,10212,6262,2086,3950,0
206,51087,"Henrico County, VA",161195,89116,70235,163536,93935,59857,18881,34078,0
207,51089,"Henry County, VA",24927,10312,13980,24091,8198,15208,-3668,-7010,0
208,51091,"Highland County, VA",1411,459,924,1391,371,958,-465,-587,0
209,51670,"Hopewell city, VA",9011,5178,3737,9008,4724,3885,1441,839,0
210,51093,"Isle of Wight County, VA",20772,8754,11797,21075,7881,12204,-3043,-4323,0
211,51095,"James City County, VA",41134,17854,22830,43169,19105,21306,-4976,-2201,0
212,51097,"King and Queen County, VA",3645,1743,1863,3690,1468,2099,-120,-631,0
213,51099,"King George County, VA",11287,4476,6603,12050,4007,7341,-2127,-3334,0
214,51101,"King William County, VA",8865,3326,5445,9146,2760,5975,-2119,-3215,0
215,51103,"Lancaster County, VA",7052,3144,3749,6645,2869,3523,-605,-654,0
216,51105,"Lee County, VA",9588,2593,6845,9399,1627,7543,-4252,-5916,0
217,51678,"Lexington city, VA",2677,1484,1146,2465,1514,766,338,748,0
218,51107,"Loudoun County, VA",158648,81900,74794,183050,100795,69949,7106,30846,0
219,51109,"Louisa County, VA",16404,6949,9207,17612,6212,10528,-2258,-4316,0
220,51111,"Lunenburg County, VA",5726,2684,2969,5586,2227,3204,-285,-977,0
221,51680,"Lynchburg city, VA",36242,15905,19752,35657,14792,17982,-3847,-3190,0
222,51113,"Madison County, VA",6597,2637,3864,6979,2203,4419,-1227,-2216,0
223,51683,"Manassas city, VA",15154,8478,6463,15411,8423,5953,2015,2470,0
224,51685,"Manassas Park city, VA",4627,2873,1696,5232,3204,1733,1177,1471,0
225,51690,"Martinsville city, VA",6277,3855,2312,5907,3533,2149,1543,1384,0
226,51115,"Mathews County, VA",5364,1807,3488,5311,1563,3517,-1681,-1954,0
227,51117,"Mecklenburg County, VA",14813,6786,7855,14945,6285,8288,-1069,-2003,0
228,51119,"Middlesex County, VA",6067,2370,3619,6017,2108,3670,-1249,-1562,0
229,51121,"Montgomery County, VA",40938,19903,20006,43031,20021,19459,-103,562,0
230,51125,"Nelson County, VA",8225,4171,3944,8311,3689,4154,227,-465,1
231,51127,"New Kent County, VA",10941,3555,7246,12233,3546,8118,-3691,-4572,0
232,51700,"Newport News city, VA",79169,50990,27224,75637,45618,25468,23766,20150,0
233,51710,"Norfolk city, VA",77925,55654,21366,83385,57023,21552,34288,35471,0
234,51131,"Northampton County, VA",6481,3737,2676,6168,3255,2686,1061,569,0
235,51133,"Northumberland County, VA",7542,3186,4308,7397,2852,4302,-1122,-1450,0
236,51720,"Norton city, VA",1486,566,895,1460,383,1021,-329,-638,0
237,51135,"Nottoway County, VA",6844,3344,3409,6744,2829,3712,-65,-883,0
238,51137,"Orange County, VA",16330,6870,9244,17267,5957,10521,-2374,-4564,0
239,51139,"Page County, VA",10205,3724,6344,10740,2514,7831,-2620,-5317,0
240,51141,"Patrick County, VA",8241,2417,5622,8525,1768,6454,-3205,-4686,0
241,51730,"Petersburg city, VA",15977,14377,1526,13786,12021,1451,12851,10570,0
242,51143,"Pittsylvania County, VA",30578,10855,19275,31598,9199,21554,-8420,-12355,0
243,51735,"Poquoson city, VA",7098,1679,5312,7177,1601,5092,-3633,-3491,0
244,51740,"Portsmouth city, VA",41860,28994,12407,43261,28497,12795,16587,15702,0
245,51145,"Powhatan County, VA",15466,4066,11192,16888,4060,11885,-7126,-7825,0
246,51147,"Prince Edward County, VA",9224,5132,3952,9143,4591,4101,1180,490,0
247,51149,"Prince George County, VA",17180,7671,9350,16184,6419,9157,-1679,-2738,0
248,51153,"Prince William County, VA",179648,103161,74371,196442,113144,71721,28790,41423,0
249,51155,"Pulaski County, VA",14657,5287,8917,15165,4172,10322,-3630,-6150,0
250,51750,"Radford city, VA",5382,2732,2520,6082,2925,2638,212,287,0
251,51157,"Rappahannock County, VA",4331,1971,2307,4483,1747,2539,-336,-792,0
252,51159,"Richmond County, VA",3768,1574,2160,3661,1347,2213,-586,-866,0
253,51760,"Richmond city, VA",92175,71037,19732,103406,81259,15581,51305,65678,0
254,51161,"Roanoke County, VA",53793,19589,33344,51489,17200,31408,-13755,-14208,0
255,51770,"Roanoke city, VA",37479,22179,14116,39466,22286,14789,8063,7497,0
256,51163,"Rockbridge County, VA",10155,4087,5898,10795,3508,6680,-1811,-3172,0
257,51165,"Rockingham County, VA",34783,10059,24173,37487,9366,25990,-14114,-16624,0
258,51167,"Russell County, VA",12063,3716,8177,12246,2330,9521,-4461,-7191,0
259,51775,"Salem city, VA",12270,4756,7289,12225,4202,7226,-2533,-3024,0
260,51169,"Scott County, VA",9964,2395,7439,10100,1581,8247,-5044,-6666,0
261,51171,"Shenandoah County, VA",19289,6462,12526,20508,5273,14094,-6064,-8821,0
262,51173,"Smyth County, VA",12751,4169,8376,12890,2665,9750,-4207,-7085,0
263,51175,"Southampton County, VA",9261,4437,4733,8872,3595,5035,-296,-1440,0
264,51177,"Spotsylvania County, VA",57797,25150,31818,62549,24207,34623,-6668,-10416,0
265,51179,"Stafford County, VA",60338,27130,32429,65934,27908,33868,-5299,-5960,0
266,51790,"Staunton city, VA",11154,5710,5257,11255,5333,5133,453,200,0
267,51800,"Suffolk city, VA",42381,24194,17778,43240,23280,18006,6416,5274,0
268,51181,"Surry County, VA",4302,2574,1671,4228,2272,1819,903,453,0
269,51183,"Sussex County, VA",5421,3350,2021,5044,2879,2055,1329,824,0
270,51185,"Tazewell County, VA",17712,3661,13843,18566,2895,15168,-10182,-12273,0
271,51810,"Virginia Beach city, VA",195823,94163,99107,203019,91032,98224,-4944,-7192,0
272,51187,"Warren County, VA",16636,6449,9865,17951,5169,11773,-3416,-6604,0
273,51191,"Washington County, VA",25582,7076,18141,25846,5553,19320,-11065,-13767,0
274,51820,"Waynesboro city, VA",8772,3836,4789,9204,3764,4801,-953,-1037,0
275,51193,"Westmoreland County, VA",8689,4155,4116,8574,3836,4448,39,-612,1
276,51830,"Williamsburg city, VA",7722,4901,2678,7626,5206,1925,2223,3281,0
277,51840,"Winchester city, VA",10254,5089,4943,10665,5164,4790,146,374,0
278,51195,"Wise County, VA",14937,3751,11041,15163,2701,12086,-7290,-9385,0
279,51197,"Wythe County, VA",12336,3782,8324,13328,2770,10046,-4542,-7276,0
280,51199,"York County, VA",33848,13165,20182,34113,12999,18837,-7017,-5838,0
281,4001,"Apache County, AZ",25839,17147,8250,27661,17083,8240,8897,8843,0
282,4003,"Cochise County, AZ",46447,17377,28197,50015,17450,28092,-10820,-10642,0
283,4005,"Coconino County, AZ",47581,26772,19720,59784,32404,21108,7052,11296,0
284,4007,"Gila County, AZ",20487,7293,12846,22515,7003,14182,-5553,-7179,0
285,4009,"Graham County, AZ",11855,3609,8076,12281,3301,8025,-4467,-4724,0
286,4011,"Greenlee County, AZ",2972,1310,1590,3300,1092,1892,-280,-800,0
287,4012,"La Paz County, AZ",4922,1619,3205,5951,1575,4003,-1586,-2428,0
288,4013,"Maricopa County, AZ",1233471,532284,680089,1567834,702907,747361,-147805,-44454,0
289,4015,"Mohave County, AZ",68125,18991,47901,79943,17455,58282,-28910,-40827,0
290,4017,"Navajo County, AZ",37323,16945,19880,40294,16459,20577,-2935,-4118,0
291,4019,"Pima County, AZ",357223,186456,165237,421640,224661,167428,21219,57233,0
292,4021,"Pinal County, AZ",102139,41428,58947,129546,47892,72819,-17519,-24927,0
293,4023,"Santa Cruz County, AZ",13894,9486,4235,16433,11690,3897,5251,7793,0
294,4025,"Yavapai County, AZ",96790,32624,62385,114450,35590,71330,-29761,-35740,0
295,4027,"Yuma County, AZ",40318,17328,22493,53010,24605,25165,-5165,-560,0
296,5001,"Arkansas County, AR",6488,2454,3892,6212,1939,3826,-1438,-1887,0
297,5003,"Ashley County, AR",7915,2855,4866,8083,2408,5338,-2011,-2930,0
298,5005,"Baxter County, AR",19339,5172,13688,19766,4169,14682,-8516,-10513,0
299,5007,"Benton County, AR",70628,20267,48649,96824,28005,60871,-28382,-32866,0
300,5009,"Boone County, AR",15363,3762,11143,16111,2926,12235,-7381,-9309,0
301,5011,"Bradley County, AR",3634,1447,2118,3653,1317,2164,-671,-847,0
302,5013,"Calhoun County, AR",2174,660,1458,2269,639,1556,-798,-917,0
303,5015,"Carroll County, AR",10172,3691,6121,10758,3342,6786,-2430,-3444,0
304,5017,"Chicot County, AR",4361,2649,1670,4176,2350,1716,979,634,0
305,5019,"Clark County, AR",8406,3808,4343,8526,3620,4404,-535,-784,0
306,5021,"Clay County, AR",5110,1738,3225,5200,1199,3781,-1487,-2582,0
307,5023,"Cleburne County, AR",11643,2618,8691,12085,2101,9458,-6073,-7357,0
308,5025,"Cleveland County, AR",3259,844,2307,3354,723,2462,-1463,-1739,0
309,5027,"Columbia County, AR",9455,3557,5790,8887,3140,5456,-2233,-2316,0
310,5029,"Conway County, AR",7724,3003,4511,7927,2656,4849,-1508,-2193,0
311,5031,"Craighead County, AR",31207,10351,20044,35573,10538,22892,-9693,-12354,0
312,5033,"Crawford County, AR",20562,4872,15125,22450,4488,16686,-10253,-12198,0
313,5035,"Crittenden County, AR",15513,9092,6192,15952,8410,6964,2900,1446,0
314,5037,"Cross County, AR",6680,2279,4268,6874,1999,4584,-1989,-2585,0
315,5039,"Dallas County, AR",3083,1337,1664,2771,1165,1509,-327,-344,0
316,5041,"Desha County, AR",4240,2353,1807,4257,2228,1919,546,309,0
317,5043,"Drew County, AR",6626,2627,3883,6595,2365,3968,-1256,-1603,0
318,5045,"Faulkner County, AR",41322,13559,26653,47527,14629,29346,-13094,-14717,0
319,5047,"Franklin County, AR",6539,1725,4631,6770,1376,5039,-2906,-3663,0
320,5049,"Fulton County, AR",4522,1452,2949,4772,1067,3471,-1497,-2404,0
321,5051,"Garland County, AR",39241,13317,25031,40805,12311,26087,-11714,-13776,0
322,5053,"Grant County, AR",6478,1467,4829,7445,1373,5725,-3362,-4352,0
323,5055,"Greene County, AR",13754,3998,9066,14600,3071,10720,-5068,-7649,0
324,5057,"Hempstead County, AR",6919,2466,4284,7049,2377,4401,-1818,-2024,0
325,5059,"Hot Spring County, AR",11239,3824,7087,11944,3149,8172,-3263,-5023,0
326,5061,"Howard County, AR",4419,1460,2862,4674,1351,3157,-1402,-1806,0
327,5063,"Independence County, AR",12390,3279,8724,13614,2881,9936,-5445,-7055,0
328,5065,"Izard County, AR",5313,1563,3571,5448,1113,4042,-2008,-2929,0
329,5067,"Jackson County, AR",5338,2093,3065,5156,1583,3267,-972,-1684,0
330,5069,"Jefferson County, AR",27364,17456,9515,25894,15772,9250,7941,6522,0
331,5071,"Johnson County, AR",8064,2785,5045,9112,2427,6091,-2260,-3664,0
332,5073,"Lafayette County, AR",2928,1173,1712,2860,1032,1758,-539,-726,0
333,5075,"Lawrence County, AR",5537,1786,3535,5685,1263,4064,-1749,-2801,0
334,5077,"Lee County, AR",3424,2107,1280,3026,1735,1229,827,506,0
335,5079,"Lincoln County, AR",3725,1424,2199,3826,1252,2455,-775,-1203,0
336,5081,"Little River County, AR",5051,1552,3385,5227,1397,3605,-1833,-2208,0
337,5083,"Logan County, AR",7330,2009,5078,7921,1715,5746,-3069,-4031,0
338,5085,"Lonoke County, AR",23272,5237,17450,27100,5664,19958,-12213,-14294,0
339,5087,"Madison County, AR",6567,2099,4262,6841,1588,4928,-2163,-3340,0
340,5089,"Marion County, AR",7029,2024,4771,7107,1434,5336,-2747,-3902,0
341,5091,"Miller County, AR",15325,4517,10619,16091,4273,11294,-6102,-7021,0
342,5093,"Mississippi County, AR",13349,6445,6599,13204,5670,7061,-154,-1391,0
343,5095,"Monroe County, AR",3230,1583,1585,2884,1312,1489,-2,-177,0
344,5097,"Montgomery County, AR",3403,920,2368,3559,748,2643,-1448,-1895,0
345,5099,"Nevada County, AR",3384,1314,1996,3246,1157,2000,-682,-843,0
346,5101,"Newton County, AR",3661,993,2508,3753,699,2875,-1515,-2176,0
347,5103,"Ouachita County, AR",10303,4626,5516,9935,4321,5351,-890,-1030,0
348,5105,"Perry County, AR",3937,1187,2580,4306,1049,3008,-1393,-1959,0
349,5107,"Phillips County, AR",7900,5179,2591,6953,4310,2446,2588,1864,0
350,5109,"Pike County, AR",3787,850,2847,3981,685,3150,-1997,-2465,0
351,5111,"Poinsett County, AR",7550,2387,4967,7722,1880,5502,-2580,-3622,0
352,5113,"Polk County, AR",7721,1556,5950,8231,1212,6618,-4394,-5406,0
353,5115,"Pope County, AR",20390,5108,14733,22569,5000,16256,-9625,-11256,0
354,5117,"Prairie County, AR",3134,877,2149,3444,814,2505,-1272,-1691,0
355,5119,"Pulaski County, AR",159055,87055,68856,159776,89574,61257,18199,28317,0
356,5121,"Randolph County, AR",5948,2040,3699,6379,1425,4509,-1659,-3084,0
357,5123,"St. Francis County, AR",8021,4652,3287,7430,4031,3195,1365,836,0
358,5125,"Saline County, AR",47059,12868,32962,52100,13256,35863,-20094,-22607,0
359,5127,"Scott County, AR",3637,895,2630,3510,602,2731,-1735,-2129,0
360,5129,"Searcy County, AR",3694,814,2699,3728,601,2955,-1885,-2354,0
361,5131,"Sebastian County, AR",43340,13083,29158,44637,12300,29127,-16075,-16827,0
362,5133,"Sevier County, AR",4328,1042,3135,4562,1075,3282,-2093,-2207,0
363,5135,"Sharp County, AR",7282,2092,4920,7249,1472,5407,-2828,-3935,0
364,5137,"Stone County, AR",5351,1356,3773,5577,1203,4113,-2417,-2910,0
365,5139,"Union County, AR",17160,6182,10696,16894,5855,10456,-4514,-4601,0
366,5141,"Van Buren County, AR",6421,1826,4362,7339,1549,5382,-2536,-3833,0
367,5143,"Washington County, AR",70231,28136,39570,81861,33366,41476,-11434,-8110,0
368,5145,"White County, AR",26508,5765,20005,27999,5170,21077,-14240,-15907,0
369,5147,"Woodruff County, AR",2685,1340,1227,2571,1118,1347,113,-229,1
370,5149,"Yell County, AR",5971,1720,4041,6439,1480,4608,-2321,-3128,0
371,49001,"Beaver County, UT",2534,341,2153,2505,264,1838,-1812,-1574,0
372,49003,"Box Elder County, UT",18092,1830,15969,19878,2282,12230,-14139,-9948,0
373,49005,"Cache County, UT",37099,5434,30818,46718,8563,21139,-25384,-12576,0
374,49007,"Carbon County, UT",7231,2204,4834,7999,1717,5275,-2630,-3558,0
375,49009,"Daggett County, UT",509,91,399,477,77,331,-308,-254,0
376,49011,"Davis County, UT",112568,20417,90030,140288,28776,62219,-69613,-33443,0
377,49013,"Duchesne County, UT",6273,570,5608,6988,500,5508,-5038,-5008,0
378,49015,"Emery County, UT",4414,569,3743,4315,380,3425,-3174,-3045,0
379,49017,"Garfield County, UT",2157,306,1811,2344,358,1606,-1505,-1248,0
380,49019,"Grand County, UT",3812,1678,1917,4601,1960,1975,-239,-15,0
381,49021,"Iron County, UT",13168,1720,11172,17831,2450,11561,-9452,-9111,0
382,49023,"Juab County, UT",3907,436,3400,4221,442,2827,-2964,-2385,0
383,49025,"Kane County, UT",3281,718,2463,3537,741,2265,-1745,-1524,0
384,49027,"Millard County, UT",4958,424,4421,5269,431,3860,-3997,-3429,0
385,49029,"Morgan County, UT",4370,386,3910,5192,577,3188,-3524,-2611,0
386,49031,"Piute County, UT",781,74,696,729,47,626,-622,-579,0
387,49033,"Rich County, UT",999,83,907,1109,104,797,-824,-693,0
388,49035,"Salt Lake County, UT",341664,132686,198739,423743,175863,138043,-66053,37820,0
389,49037,"San Juan County, UT",5159,2062,3006,5534,2042,2645,-944,-603,0
390,49039,"Sanpete County, UT",8804,889,7767,10247,1061,6673,-6878,-5612,0
391,49041,"Sevier County, UT",7781,701,6961,8654,695,6740,-6260,-6045,0
392,49043,"Summit County, UT",16616,7656,8464,20885,10503,7333,-808,3170,0
393,49045,"Tooele County, UT",16422,3794,12240,21962,4573,11169,-8446,-6596,0
394,49047,"Uintah County, UT",11116,962,10001,12864,995,9810,-9039,-8815,0
395,49049,"Utah County, UT",161278,15791,142337,203642,28522,102182,-126546,-73660,0
396,49051,"Wasatch County, UT",9109,2097,6852,12266,3063,6115,-4755,-3052,0
397,49053,"Washington County, UT",49733,7762,41104,62371,10288,42650,-33342,-32362,0
398,49055,"Wayne County, UT",1323,213,1087,1426,271,966,-874,-695,0
399,49057,"Weber County, UT",68143,17569,48938,86006,23131,40235,-31369,-17104,0
400,24001,"Allegany County, MD",27817,9001,18158,30654,7875,21270,-9157,-13395,0
401,24003,"Anne Arundel County, MD",239189,115960,118165,270081,128419,122403,-2205,6016,0
402,24005,"Baltimore County, MD",354655,202733,144686,390682,218412,149477,58047,68935,0
403,24510,"Baltimore city, MD",229897,201042,25501,239402,202673,25205,175541,177468,0
404,24009,"Calvert County, MD",42168,18963,22413,47408,18225,26176,-3450,-7951,0
405,24011,"Caroline County, MD",12526,4621,7674,14113,4009,9368,-3053,-5359,0
406,24013,"Carroll County, MD",82171,26067,53960,91848,26567,58215,-27893,-31648,0
407,24015,"Cecil County, MD",40037,15489,23660,45269,13650,28868,-8171,-15218,0
408,24017,"Charles County, MD",70167,45621,23637,78303,49341,25614,21984,23727,0
409,24019,"Dorchester County, MD",14249,6570,7514,15225,6245,8413,-944,-2168,0
410,24021,"Frederick County, MD",109127,51187,55495,125677,56522,59522,-4308,-3000,0
411,24023,"Garrett County, MD",12113,2792,9102,14011,2567,10776,-6310,-8209,0
412,24025,"Harford County, MD",118417,46390,69496,133672,47077,77860,-23106,-30783,0
413,24027,"Howard County, MD",141167,84017,54094,162193,102597,47484,29923,55113,0
414,24029,"Kent County, MD",9143,4453,4533,10021,4575,4876,-80,-301,0
415,24031,"Montgomery County, MD",404214,286493,110940,478873,357837,92704,175553,265133,0
416,24033,"Prince George's County, MD",352292,317342,32236,390385,344049,32811,285106,311238,0
417,24035,"Queen Anne's County, MD",23153,7898,14879,26523,7973,16993,-6981,-9020,0
418,24039,"Somerset County, MD",9272,4478,4706,9900,4196,5341,-228,-1145,0
419,24037,"St. Mary's County, MD",44076,17982,25096,49842,17534,28663,-7114,-11129,0
420,24041,"Talbot County, MD",18671,7983,10442,20553,8653,10724,-2459,-2071,0
421,24043,"Washington County, MD",58653,23282,34113,65991,21129,40998,-10831,-19869,0
422,24045,"Wicomico County, MD",38256,17481,20136,42547,18050,22198,-2655,-4148,0
423,24047,"Worcester County, MD",24526,9841,14334,28273,9753,17210,-4493,-7457,0
424,46003,"Aurora County, SD",1400,556,804,1407,340,974,-248,-634,0
425,46005,"Beadle County, SD",7263,2881,4230,6772,1912,4455,-1349,-2543,0
426,46007,"Bennett County, SD",1203,548,626,1149,412,666,-78,-254,0
427,46009,"Bon Homme County, SD",3074,1167,1830,2974,704,2105,-663,-1401,0
428,46011,"Brookings County, SD",12398,5826,6219,12680,4879,6748,-393,-1869,0
429,46013,"Brown County, SD",16066,7249,8320,16114,5452,9613,-1071,-4161,0
430,46015,"Brule County, SD",2379,824,1499,2288,571,1565,-675,-994,0
431,46017,"Buffalo County, SD",641,472,166,490,296,171,306,125,0
432,46019,"Butte County, SD",4201,1000,3068,4351,696,3357,-2068,-2661,0
433,46021,"Campbell County, SD",787,153,616,831,105,704,-463,-599,0
434,46023,"Charles Mix County, SD",3762,1482,2229,3433,935,2382,-747,-1447,0
435,46025,"Clark County, SD",1821,713,1067,1657,398,1139,-354,-741,0
436,46027,"Clay County, SD",5233,2955,2146,5069,2608,2109,809,499,0
437,46029,"Codington County, SD",11524,4588,6696,11669,3174,7764,-2108,-4590,0
438,46031,"Corson County, SD",1199,647,515,1175,535,588,132,-53,1
439,46033,"Custer County, SD",4520,1335,3062,4721,1121,3293,-1727,-2172,0
440,46035,"Davison County, SD",7968,3042,4754,7952,2355,5157,-1712,-2802,0
