,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
2436,18055,"Greene County, IN",13101,4340,8457,13861,2929,10277,-4117,-7348,0
2437,18057,"Hamilton County, IN",136803,43794,90740,155958,57263,87404,-46946,-30141,0
2438,18059,"Hancock County, IN",32758,9303,22750,36496,8904,25074,-13447,-16170,0
2439,18061,"Harrison County, IN",17646,6600,10629,18558,4783,12943,-4029,-8160,0
2440,18063,"Hendricks County, IN",66590,21100,44308,76184,22600,48337,-23208,-25737,0
2441,18065,"Henry County, IN",18996,7613,10836,20155,5124,13895,-3223,-8771,0
2442,18067,"Howard County, IN",36194,15097,20284,37342,11215,23675,-5187,-12460,0
2443,18069,"Huntington County, IN",15753,4596,10862,16181,3506,11649,-6266,-8143,0
2444,18071,"Jackson County, IN",16704,5838,10419,17667,3843,12859,-4581,-9016,0
2445,18073,"Jasper County, IN",12891,4672,7955,13378,3329,9382,-3283,-6053,0
2446,18075,"Jay County, IN",7897,3063,4643,7986,1889,5697,-1580,-3808,0
2447,18077,"Jefferson County, IN",13120,5728,7096,13653,4326,8546,-1368,-4220,0
2448,18079,"Jennings County, IN",10237,3818,6112,11150,2364,8224,-2294,-5860,0
2449,18081,"Johnson County, IN",57362,17080,39136,67147,17318,45456,-22056,-28138,0
2450,18083,"Knox County, IN",15145,5228,9612,15516,3772,11077,-4384,-7305,0
2451,18085,"Kosciusko County, IN",30039,6862,22553,32441,6313,23935,-15691,-17622,0
2452,18087,"LaGrange County, IN",9311,2897,6227,9566,2080,7025,-3330,-4945,0
2453,18089,"Lake County, IN",201648,130824,68397,202801,116935,75625,62427,41310,0
2454,18091,"LaPorte County, IN",43657,24104,18609,45609,19798,22687,5495,-2889,1
2455,18093,"Lawrence County, IN",17822,5779,11622,19152,4210,14035,-5843,-9825,0
2456,18095,"Madison County, IN",52340,24404,26755,54377,18595,32376,-2351,-13781,0
2457,18097,"Marion County, IN",357745,215474,136131,366879,212899,130360,79343,82539,0
2458,18099,"Marshall County, IN",17751,6136,11260,18241,4798,12288,-5124,-7490,0
2459,18101,"Martin County, IN",4742,1351,3262,4809,881,3697,-1911,-2816,0
2460,18103,"Miami County, IN",12758,4220,8163,13482,2766,9975,-3943,-7209,0
2461,18105,"Monroe County, IN",40200,22885,16254,58454,34216,20592,6631,13624,0
2462,18107,"Montgomery County, IN",14349,4244,9768,15156,3362,11059,-5524,-7697,0
2463,18109,"Morgan County, IN",28251,7969,19591,31446,6040,23674,-11622,-17634,0
2464,18111,"Newton County, IN",5652,2212,3291,5795,1404,4077,-1079,-2673,0
2465,18113,"Noble County, IN",16244,5229,10680,17104,3904,12198,-5451,-8294,0
2466,18115,"Ohio County, IN",2812,992,1757,2921,686,2118,-765,-1432,0
2467,18117,"Orange County, IN",7753,2939,4615,8192,2048,5803,-1676,-3755,0
2468,18119,"Owen County, IN",8107,2823,5062,8557,1946,6153,-2239,-4207,0
2469,18121,"Parke County, IN",6504,2106,4228,6636,1441,4863,-2122,-3422,0
2470,18123,"Perry County, IN",7866,4314,3403,8055,3062,4556,911,-1494,1
2471,18125,"Pike County, IN",5924,2125,3627,5977,1297,4398,-1502,-3101,0
2472,18127,"Porter County, IN",72487,36950,34197,78253,33676,38832,2753,-5156,1
2473,18129,"Posey County, IN",12216,4531,7427,12467,3521,8404,-2896,-4883,0
2474,18131,"Pulaski County, IN",5399,1899,3366,5459,1327,3854,-1467,-2527,0
2475,18133,"Putnam County, IN",13813,4504,9004,14715,3356,10637,-4500,-7281,0
2476,18135,"Randolph County, IN",10188,3768,6218,10523,2446,7517,-2450,-5071,0
2477,18137,"Ripley County, IN",10982,3241,7484,12935,2471,9806,-4243,-7335,0
2478,18139,"Rush County, IN",7026,2221,4633,7214,1525,5292,-2412,-3767,0
2479,18143,"Scott County, IN",8716,3998,4539,9101,2642,6074,-541,-3432,0
2480,18145,"Shelby County, IN",16743,5357,10972,17994,4247,12718,-5615,-8471,0
2481,18147,"Spencer County, IN",9725,4026,5515,9979,2861,6572,-1489,-3711,0
2482,18141,"St. Joseph County, IN",110644,56458,52575,111842,52252,52021,3883,231,0
2483,18149,"Starke County, IN",8752,3809,4738,9316,2489,6367,-929,-3878,0
2484,18151,"Steuben County, IN",13677,4846,8542,14566,3744,10133,-3696,-6389,0
2485,18153,"Sullivan County, IN",8289,3191,4902,8559,2113,6138,-1711,-4025,0
2486,18155,"Switzerland County, IN",3397,1437,1872,3699,930,2558,-435,-1628,0
2487,18157,"Tippecanoe County, IN",56696,26642,28708,63339,27282,30768,-2066,-3486,0
2488,18159,"Tipton County, IN",7364,2432,4773,7510,1587,5589,-2341,-4002,0
2489,18161,"Union County, IN",3099,1018,2022,3291,715,2445,-1004,-1730,0
2490,18163,"Vanderburgh County, IN",72416,31659,39504,73369,28530,40496,-7845,-11966,0
2491,18165,"Vermillion County, IN",6578,2979,3426,6973,2081,4513,-447,-2432,0
2492,18167,"Vigo County, IN",39843,19707,19368,40127,15931,21937,339,-6006,1
2493,18169,"Wabash County, IN",12702,3929,8528,13552,3018,9821,-4599,-6803,0
2494,18171,"Warren County, IN",3798,1324,2377,3930,839,2898,-1053,-2059,0
2495,18173,"Warrick County, IN",24627,8791,15350,29939,9086,19113,-6559,-10027,0
2496,18175,"Washington County, IN",10725,3909,6532,11382,2636,8209,-2623,-5573,0
2497,18177,"Wayne County, IN",25458,10591,14321,25579,8322,16028,-3730,-7706,0
2498,18179,"Wells County, IN",12922,3434,9255,13286,2586,10005,-5821,-7419,0
2499,18181,"White County, IN",9901,3635,5970,10096,2590,6893,-2335,-4303,0
2500,18183,"Whitley County, IN",15005,4420,10257,15759,3379,11358,-5837,-7979,0
2501,17001,"Adams County, IL",30538,9627,20371,32310,7676,22790,-10744,-15114,0
2502,17003,"Alexander County, IL",3495,1961,1485,2820,1262,1496,476,-234,1
2503,17005,"Bond County, IL",7316,3016,4091,7570,2068,4888,-1075,-2820,0
2504,17007,"Boone County, IL",21333,9868,11084,23001,8986,12282,-1216,-3296,0
2505,17009,"Brown County, IL",2362,787,1511,2379,476,1796,-724,-1320,0
2506,17011,"Bureau County, IL",16599,8118,8151,16571,6029,9281,-33,-3252,0
2507,17013,"Calhoun County, IL",2574,1079,1439,2571,739,1721,-360,-982,0
2508,17015,"Carroll County, IL",7370,3658,3551,7445,2447,4434,107,-1987,1
2509,17017,"Cass County, IL",4858,2050,2707,5124,1621,3216,-657,-1595,0
2510,17019,"Champaign County, IL",77620,40378,35086,91628,50137,33368,5292,16769,0
2511,17021,"Christian County, IL",14682,5487,8873,15477,3992,10543,-3386,-6551,0
2512,17023,"Clark County, IL",7843,2587,5138,7928,1877,5622,-2551,-3745,0
2513,17025,"Clay County, IL",5899,1581,4184,6350,1020,5021,-2603,-4001,0
2514,17027,"Clinton County, IL",16394,5577,10493,17419,3945,12412,-4916,-8467,0
2515,17029,"Coles County, IL",21338,9252,11623,21918,7309,13003,-2371,-5694,0
2516,17031,"Cook County, IL",1944401,1439123,479204,2180344,1611946,453287,959919,1158659,0
2517,17033,"Crawford County, IL",8598,2855,5577,8739,1992,6277,-2722,-4285,0
2518,17035,"Cumberland County, IL",5290,1640,3506,5571,1031,4206,-1866,-3175,0
2519,17037,"DeKalb County, IL",41020,21171,18906,43600,20466,19091,2265,1375,0
2520,17039,"De Witt County, IL",7338,2598,4576,7556,1910,5077,-1978,-3167,0
2521,17041,"Douglas County, IL",7889,2426,5331,8195,1949,5698,-2905,-3749,0
2522,17043,"DuPage County, IL",397173,197411,193333,430674,228622,166415,4078,62207,0
2523,17045,"Edgar County, IL",7810,2563,5125,7899,1793,5645,-2562,-3852,0
2524,17047,"Edwards County, IL",3225,754,2402,3324,434,2778,-1648,-2344,0
2525,17049,"Effingham County, IL",16595,3855,12491,17514,3083,13635,-8636,-10552,0
2526,17051,"Fayette County, IL",8963,2848,5950,9591,1819,7372,-3102,-5553,0
2527,17053,"Ford County, IL",6000,1654,4225,6396,1414,4480,-2571,-3066,0
2528,17055,"Franklin County, IL",17891,7245,10253,18711,4727,13116,-3008,-8389,0
2529,17057,"Fulton County, IL",15337,8324,6622,15797,6133,8492,1702,-2359,1
2530,17059,"Gallatin County, IL",2569,1028,1492,2707,657,1942,-464,-1285,0
2531,17061,"Greene County, IL",5614,2023,3446,5585,1205,4145,-1423,-2940,0
2532,17063,"Grundy County, IL",20956,9319,11198,23237,8065,13454,-1879,-5389,0
2533,17065,"Hamilton County, IL",3935,1266,2566,4156,802,3206,-1300,-2404,0
2534,17067,"Hancock County, IL",8229,3246,4810,9121,2139,6430,-1564,-4291,0
2535,17069,"Hardin County, IL",2330,742,1535,2148,420,1653,-793,-1233,0
2536,17071,"Henderson County, IL",3563,1977,1538,3518,1155,2155,439,-1000,1
2537,17073,"Henry County, IL",24279,12316,11564,24365,8871,13985,752,-5114,1
2538,17075,"Iroquois County, IL",12770,3408,9115,13102,2504,9750,-5707,-7246,0
2539,17077,"Jackson County, IL",21190,11306,9130,24617,11634,10843,2176,791,0
2540,17079,"Jasper County, IL",5038,1434,3511,5112,924,3975,-2077,-3051,0
2541,17081,"Jefferson County, IL",16303,6080,9805,16999,4425,11695,-3725,-7270,0
2542,17083,"Jersey County, IL",9940,3656,6032,10991,2679,7748,-2376,-5069,0
2543,17085,"Jo Daviess County, IL",11411,5660,5529,11334,4462,6121,131,-1659,1
2544,17087,"Johnson County, IL",5666,1571,3959,6089,1142,4649,-2388,-3507,0
2545,17089,"Kane County, IL",183631,91120,89502,199314,103665,82734,1618,20931,0
2546,17091,"Kankakee County, IL",45452,21574,23115,47305,18971,25129,-1541,-6158,0
2547,17093,"Kendall County, IL",45042,21219,23076,54055,24884,24961,-1857,-77,0
2548,17095,"Knox County, IL",22517,12993,9133,22503,10083,10737,3860,-654,1
2549,17097,"Lake County, IL",284032,151552,128609,303520,171095,109767,22943,61328,0
2550,17099,"LaSalle County, IL",47146,23023,23207,49743,19543,26689,-184,-7146,0
2551,17101,"Lawrence County, IL",5984,2010,3853,6058,1290,4521,-1843,-3231,0
2552,17103,"Lee County, IL",15275,6932,8046,15489,5528,8612,-1114,-3084,0
2553,17105,"Livingston County, IL",15019,5014,9745,15342,4023,10208,-4731,-6185,0
2554,17107,"Logan County, IL",12037,3974,7835,12401,3313,8181,-3861,-4868,0
2555,17115,"Macon County, IL",48742,22688,25249,48060,18343,26866,-2561,-8523,0
2556,17117,"Macoupin County, IL",20947,9440,10909,22391,6689,14322,-1469,-7633,0
2557,17119,"Madison County, IL",122203,58813,60481,130179,50587,70490,-1668,-19903,0
2558,17121,"Marion County, IL",15728,6210,9229,17098,4369,11859,-3019,-7490,0
2559,17123,"Marshall County, IL",5842,2452,3287,5984,1789,3785,-835,-1996,0
2560,17125,"Mason County, IL",6272,2867,3265,6493,2014,4058,-398,-2044,0
2561,17127,"Massac County, IL",6492,2092,4278,6697,1558,4846,-2186,-3288,0
2562,17109,"McDonough County, IL",12439,5957,6142,13144,5288,6795,-185,-1507,0
2563,17111,"McHenry County, IL",133589,59691,71488,143930,60803,71612,-11797,-10809,0
2564,17113,"McLean County, IL",72756,31590,39638,81324,36196,37237,-8048,-1041,0
2565,17129,"Menard County, IL",6142,2095,3944,6515,1817,4231,-1849,-2414,0
2566,17131,"Mercer County, IL",8525,4503,3874,8525,3071,4807,629,-1736,1
2567,17133,"Monroe County, IL",17407,6205,10879,19354,5535,12629,-4674,-7094,0
2568,17135,"Montgomery County, IL",12120,5053,6771,12978,3504,8630,-1718,-5126,0
2569,17137,"Morgan County, IL",14071,5792,7962,14800,4696,9076,-2170,-4380,0
2570,17139,"Moultrie County, IL",6052,2142,3781,6283,1481,4455,-1639,-2974,0
2571,17141,"Ogle County, IL",23342,9504,13409,24193,8050,14352,-3905,-6302,0
2572,17143,"Peoria County, IL",78060,40050,36617,79102,38060,35633,3433,2427,0
2573,17145,"Perry County, IL",9533,3813,5497,9874,2462,6855,-1684,-4393,0
2574,17147,"Piatt County, IL",8697,3081,5412,9060,2645,5634,-2331,-2989,0
2575,17149,"Pike County, IL",7275,2276,4853,7530,1413,5754,-2577,-4341,0
2576,17151,"Pope County, IL",2219,649,1511,2136,375,1678,-862,-1303,0
2577,17153,"Pulaski County, IL",3001,1389,1562,2735,962,1675,-173,-713,0
2578,17155,"Putnam County, IL",3132,1558,1500,3112,1147,1767,58,-620,1
2579,17157,"Randolph County, IL",14380,5753,8284,14194,3439,10023,-2531,-6584,0
2580,17159,"Richland County, IL",7274,2360,4750,7649,1584,5739,-2390,-4155,0
2581,17161,"Rock Island County, IL",64880,39081,24888,63994,32298,26998,14193,5300,0
2582,17165,"Saline County, IL",10713,3697,6803,11384,2572,8276,-3106,-5704,0
2583,17167,"Sangamon County, IL",94032,41961,50131,98373,40907,49944,-8170,-9037,0
2584,17169,"Schuyler County, IL",3882,1726,2062,3834,1075,2524,-336,-1449,0
2585,17171,"Scott County, IL",2554,910,1586,2608,535,1966,-676,-1431,0
2586,17173,"Shelby County, IL",10383,3336,6837,11049,2288,8229,-3501,-5941,0
2587,17163,"St. Clair County, IL",118379,66749,49610,121436,60756,53857,17139,6899,0
2588,17175,"Stark County, IL",2661,1095,1527,2717,751,1778,-432,-1027,0
2589,17177,"Stephenson County, IL",17029,7954,8742,20343,7768,11083,-788,-3315,0
2590,17179,"Tazewell County, IL",60903,24385,35266,64751,20685,38707,-10881,-18022,0
2591,17181,"Union County, IL",8274,3135,4951,8616,2402,5790,-1816,-3388,0
2592,17183,"Vermilion County, IL",26153,10773,14888,30818,10039,19087,-4115,-9048,0
2593,17185,"Wabash County, IL",5127,1588,3473,5464,1151,4047,-1885,-2896,0
2594,17187,"Warren County, IL",7476,3893,3460,7807,2987,4275,433,-1288,1
2595,17189,"Washington County, IL",7398,2448,4787,7438,1448,5571,-2339,-4123,0
2596,17191,"Wayne County, IL",7676,1514,5984,8301,1048,6967,-4470,-5919,0
2597,17193,"White County, IL",7059,2187,4729,7335,1412,5640,-2542,-4228,0
2598,17195,"Whiteside County, IL",21492,12393,8676,25582,11035,12615,3717,-1580,1
2599,17197,"Will County, IL",249708,127522,118366,304226,151927,132720,9156,19207,0
2600,17199,"Williamson County, IL",29079,10622,17880,31852,8581,21570,-7258,-12989,0
2601,17201,"Winnebago County, IL",116101,60334,53722,120055,55713,55624,6612,89,0
2602,17203,"Woodford County, IL",18848,5564,12947,19864,5092,13207,-7383,-8115,0
2603,30001,"Beaverhead County, MT",4749,1347,3251,4849,1143,3353,-1904,-2210,0
2604,30003,"Big Horn County, MT",4561,2830,1655,4237,2094,1853,1175,241,0
2605,30005,"Blaine County, MT",2832,1598,1169,2684,1202,1268,429,-66,1
2606,30007,"Broadwater County, MT",3005,761,2150,3133,573,2348,-1389,-1775,0
2607,30009,"Carbon County, MT",5806,2126,3513,5991,1828,3748,-1387,-1920,0
2608,30011,"Carter County, MT",794,96,678,786,70,678,-582,-608,0
2609,30013,"Cascade County, MT",33952,14949,18039,34571,12175,19632,-3090,-7457,0
2610,30015,"Chouteau County, MT",2804,969,1751,2603,732,1679,-782,-947,0
2611,30017,"Custer County, MT",5336,1824,3353,5185,1176,3657,-1529,-2481,0
2612,30019,"Daniels County, MT",1001,236,735,962,168,730,-499,-562,0
2613,30021,"Dawson County, MT",4417,1219,3024,4409,787,3320,-1805,-2533,0
2614,30023,"Deer Lodge County, MT",4408,2829,1431,4206,2058,1763,1398,295,0
2615,30025,"Fallon County, MT",1399,236,1123,1484,154,1279,-887,-1125,0
2616,30027,"Fergus County, MT",6044,1628,4243,5840,1202,4269,-2615,-3067,0
2617,30029,"Flathead County, MT",42465,13534,27694,47496,13293,30240,-14160,-16947,0
2618,30031,"Gallatin County, MT",47113,21534,24051,53819,24246,23802,-2517,444,0
2619,30033,"Garfield County, MT",700,66,622,718,34,653,-556,-619,0
2620,30035,"Glacier County, MT",4287,2784,1391,5075,3121,1620,1393,1501,0
2621,30037,"Golden Valley County, MT",479,110,351,474,71,365,-241,-294,0
2622,30039,"Granite County, MT",1705,533,1107,1777,472,1192,-574,-720,0
2623,30041,"Hill County, MT",6757,3372,3133,6445,2371,3478,239,-1107,1
2624,30043,"Jefferson County, MT",6490,2256,4042,6714,1998,4177,-1786,-2179,0
2625,30045,"Judith Basin County, MT",1212,336,852,1208,235,872,-516,-637,0
2626,30047,"Lake County, MT",13156,5715,7084,13181,4776,7530,-1369,-2754,0
2627,30049,"Lewis and Clark County, MT",33032,15479,16673,35296,14478,16895,-1194,-2417,0
2628,30051,"Liberty County, MT",983,257,698,961,206,698,-441,-492,0
2629,30053,"Lincoln County, MT",8869,2544,6045,9330,2041,6729,-3501,-4688,0
2630,30057,"Madison County, MT",4511,1285,3115,4743,1180,3297,-1830,-2117,0
2631,30055,"McCone County, MT",988,221,742,1095,154,862,-521,-708,0
2632,30059,"Meagher County, MT",972,269,670,977,193,729,-401,-536,0
2633,30061,"Mineral County, MT",2009,698,1212,2012,519,1330,-514,-811,0
2634,30063,"Missoula County, MT",59374,34380,23285,60722,31543,22250,11095,9293,0
2635,30065,"Musselshell County, MT",2353,482,1792,2441,332,1967,-1310,-1635,0
2636,30067,"Park County, MT",8634,3728,4637,9359,3595,4980,-909,-1385,0
2637,30069,"Petroleum County, MT",298,49,240,322,30,278,-191,-248,0
2638,30071,"Phillips County, MT",2228,471,1688,2171,318,1723,-1217,-1405,0
2639,30073,"Pondera County, MT",2704,969,1666,2723,738,1799,-697,-1061,0
2640,30075,"Powder River County, MT",1019,170,833,1053,127,884,-663,-757,0
2641,30077,"Powell County, MT",2763,884,1798,2794,551,2029,-914,-1478,0
2642,30079,"Prairie County, MT",701,167,518,689,100,556,-351,-456,0
2643,30081,"Ravalli County, MT",19797,6466,12817,22556,6223,14810,-6351,-8587,0
2644,30083,"Richland County, MT",4602,992,3479,4871,671,3908,-2487,-3237,0
2645,30085,"Roosevelt County, MT",3618,2044,1503,3652,1560,1797,541,-237,1
2646,30087,"Rosebud County, MT",3610,1478,2035,3453,987,2253,-557,-1266,0
2647,30089,"Sanders County, MT",5888,1716,3971,5953,1218,4286,-2255,-3068,0
2648,30091,"Sheridan County, MT",1920,661,1203,1835,477,1241,-542,-764,0
2649,30093,"Silver Bow County, MT",16617,10782,5374,16452,8619,6376,5408,2243,0
2650,30095,"Stillwater County, MT",4560,1209,3237,4873,908,3661,-2028,-2753,0
2651,30097,"Sweet Grass County, MT",2105,473,1584,2107,402,1595,-1111,-1193,0
2652,30099,"Teton County, MT",3250,1073,2091,3188,808,2170,-1018,-1362,0
2653,30101,"Toole County, MT",2102,582,1440,2037,402,1497,-858,-1095,0
2654,30103,"Treasure County, MT",453,114,317,443,59,351,-203,-292,0
2655,30105,"Valley County, MT",3860,1386,2337,3894,886,2698,-951,-1812,0
2656,30107,"Wheatland County, MT",989,272,690,946,179,702,-418,-523,0
2657,30109,"Wibaux County, MT",544,25,421,541,55,463,-396,-408,0
2658,30111,"Yellowstone County, MT",68561,26275,40421,70486,22171,40920,-14146,-18749,0
2659,31001,"Adams County, NE",12451,3991,8235,13513,3302,9287,-4244,-5985,0
2660,31003,"Antelope County, NE",3209,571,2585,3281,383,2732,-2014,-2349,0
2661,31005,"Arthur County, NE",261,30,227,273,17,244,-197,-227,0
2662,31007,"Banner County, NE",402,55,339,402,19,357,-284,-338,0
2663,31009,"Blaine County, NE",301,29,268,317,30,276,-239,-246,0
2664,31011,"Boone County, NE",2799,615,2136,2905,414,2299,-1521,-1885,0
2665,31013,"Box Butte County, NE",4541,1634,2795,4924,965,3617,-1161,-2652,0
2666,31015,"Boyd County, NE",1047,186,852,1156,128,983,-666,-855,0
2667,31017,"Brown County, NE",1545,223,1298,1597,153,1385,-1075,-1232,0
2668,31019,"Buffalo County, NE",19057,5266,13378,21129,4763,14569,-8112,-9806,0
2669,31021,"Burt County, NE",3343,1280,2016,3558,930,2367,-736,-1437,0
2670,31023,"Butler County, NE",3818,1028,2729,3981,691,3079,-1701,-2388,0
2671,31025,"Cass County, NE",11952,4298,7453,12933,3484,8452,-3155,-4968,0
2672,31027,"Cedar County, NE",4260,952,3231,4420,571,3532,-2279,-2961,0
2673,31029,"Chase County, NE",1849,252,1573,1898,171,1648,-1321,-1477,0
2674,31031,"Cherry County, NE",3052,436,2557,3118,317,2623,-2121,-2306,0
2675,31033,"Cheyenne County, NE",4197,983,3134,4711,711,3665,-2151,-2954,0
2676,31035,"Clay County, NE",2916,662,2213,3065,477,2422,-1551,-1945,0
2677,31037,"Colfax County, NE",3047,959,2045,3214,859,2171,-1086,-1312,0
2678,31039,"Cuming County, NE",3928,1015,2858,4074,719,3122,-1843,-2403,0
2679,31041,"Custer County, NE",5414,1066,4251,5652,641,4695,-3185,-4054,0
2680,31043,"Dakota County, NE",5977,2831,3048,6279,2314,3616,-217,-1302,0
2681,31045,"Dawes County, NE",3634,1102,2435,3676,801,2632,-1333,-1831,0
2682,31047,"Dawson County, NE",7680,2157,5370,8635,2136,5984,-3213,-3848,0
2683,31049,"Deuel County, NE",1012,215,763,984,120,809,-548,-689,0
2684,31051,"Dixon County, NE",2666,870,1745,2782,556,2041,-875,-1485,0
2685,31053,"Dodge County, NE",14759,5588,8937,15529,4544,9933,-3349,-5389,0
2686,31055,"Douglas County, NE",210501,99261,108319,240433,113798,108077,-9058,5721,0
2687,31057,"Dundy County, NE",981,176,791,953,89,823,-615,-734,0
2688,31059,"Fillmore County, NE",2815,794,1972,2941,613,2130,-1178,-1517,0
2689,31061,"Franklin County, NE",1527,381,1110,1673,250,1347,-729,-1097,0
2690,31063,"Frontier County, NE",1422,381,1005,1328,161,1110,-624,-949,0
2691,31065,"Furnas County, NE",2215,422,1767,2340,304,1921,-1345,-1617,0
2692,31067,"Gage County, NE",9552,3870,5470,10048,2935,6380,-1600,-3445,0
2693,31069,"Garden County, NE",1088,242,829,1075,153,869,-587,-716,0
2694,31071,"Garfield County, NE",928,147,762,980,121,821,-615,-700,0
2695,31073,"Gosper County, NE",975,230,732,1010,166,794,-502,-628,0
2696,31075,"Grant County, NE",363,30,322,405,20,367,-292,-347,0
2697,31077,"Greeley County, NE",1181,340,820,1175,210,912,-480,-702,0
2698,31079,"Hall County, NE",19721,6971,12412,22060,6282,14408,-5441,-8126,0
2699,31081,"Hamilton County, NE",4824,1136,3582,5004,878,3783,-2446,-2905,0
2700,31083,"Harlan County, NE",1584,311,1248,1832,254,1496,-937,-1242,0
2701,31085,"Hayes County, NE",535,50,473,514,30,472,-423,-442,0
2702,31087,"Hitchcock County, NE",1739,310,1386,1468,161,1232,-1076,-1071,0
2703,31089,"Holt County, NE",4749,862,3789,5118,531,4354,-2927,-3823,0
2704,31091,"Hooker County, NE",394,59,330,417,40,355,-271,-315,0
2705,31093,"Howard County, NE",2856,914,1890,2994,544,2284,-976,-1740,0
2706,31095,"Jefferson County, NE",3416,1185,2156,3494,837,2399,-971,-1562,0
2707,31097,"Johnson County, NE",2057,790,1223,2089,563,1355,-433,-792,0
2708,31099,"Kearney County, NE",3156,761,2341,3296,550,2531,-1580,-1981,0
2709,31101,"Keith County, NE",4026,920,3036,4034,571,3235,-2116,-2664,0
2710,31103,"Keya Paha County, NE",481,80,392,519,40,460,-312,-420,0
2711,31105,"Kimball County, NE",1665,391,1222,1677,230,1330,-831,-1100,0
2712,31107,"Knox County, NE",4015,1055,2878,4115,720,3188,-1823,-2468,0
2713,31109,"Lancaster County, NE",123206,59970,61177,136223,61898,61588,-1207,310,0
2714,31111,"Lincoln County, NE",15266,4350,10545,16131,2913,12164,-6195,-9251,0
2715,31113,"Logan County, NE",431,68,356,453,32,400,-288,-368,0
2716,31115,"Loup County, NE",356,62,290,385,48,323,-228,-275,0
2717,31119,"Madison County, NE",13512,3368,9874,14343,2711,10628,-6506,-7917,0
2718,31117,"McPherson County, NE",290,41,237,287,14,257,-196,-243,0
2719,31121,"Merrick County, NE",3457,921,2477,3788,602,2926,-1556,-2324,0
2720,31123,"Morrill County, NE",2152,450,1658,2209,284,1802,-1208,-1518,0
2721,31125,"Nance County, NE",1604,477,1098,1621,281,1261,-621,-980,0
2722,31127,"Nemaha County, NE",3126,1089,1979,3161,785,2116,-890,-1331,0
2723,31129,"Nuckolls County, NE",2170,567,1563,2205,353,1726,-996,-1373,0
2724,31131,"Otoe County, NE",6905,2542,4226,7457,2025,4860,-1684,-2835,0
2725,31133,"Pawnee County, NE",1330,396,897,1327,279,974,-501,-695,0
2726,31135,"Perkins County, NE",1391,237,1133,1455,161,1217,-896,-1056,0
2727,31137,"Phelps County, NE",4336,875,3372,4695,572,3849,-2497,-3277,0
2728,31139,"Pierce County, NE",3414,637,2707,3630,382,3052,-2070,-2670,0
2729,31141,"Platte County, NE",13249,3095,9963,14433,2646,10965,-6868,-8319,0
2730,31143,"Polk County, NE",2446,527,1886,2582,413,2028,-1359,-1615,0
2731,31145,"Red Willow County, NE",4868,940,3855,5170,645,4258,-2915,-3613,0
2732,31147,"Richardson County, NE",3680,1180,2407,3805,818,2769,-1227,-1951,0
2733,31149,"Rock County, NE",784,103,669,798,70,687,-566,-617,0
2734,31151,"Saline County, NE",4832,2232,2518,5136,1733,3004,-286,-1271,0
2735,31153,"Sarpy County, NE",66166,24709,40318,80580,28033,45143,-15609,-17110,0
2736,31155,"Saunders County, NE",10203,3279,6725,10860,2523,7555,-3446,-5032,0
2737,31157,"Scotts Bluff County, NE",13867,4193,9427,14317,3207,10076,-5234,-6869,0
2738,31159,"Seward County, NE",7445,2362,4947,7922,1875,5454,-2585,-3579,0
2739,31161,"Sheridan County, NE",2450,389,2010,2608,287,2211,-1621,-1924,0
2740,31163,"Sherman County, NE",1508,549,919,1573,340,1150,-370,-810,0
2741,31165,"Sioux County, NE",735,101,623,736,81,616,-522,-535,0
2742,31167,"Stanton County, NE",2623,607,1945,2801,417,2187,-1338,-1770,0
2743,31169,"Thayer County, NE",2627,724,1853,2690,499,2051,-1129,-1552,0
2744,31171,"Thomas County, NE",408,42,360,393,30,344,-318,-314,0
2745,31173,"Thurston County, NE",1993,1153,823,2088,919,1043,330,-124,1
2746,31175,"Valley County, NE",2168,494,1643,2205,339,1780,-1149,-1441,0
2747,31177,"Washington County, NE",10121,3103,6857,10832,2623,7424,-3754,-4801,0
2748,31179,"Wayne County, NE",3659,1074,2493,3776,835,2693,-1419,-1858,0
2749,31181,"Webster County, NE",1730,440,1255,1708,306,1330,-815,-1024,0
2750,31183,"Wheeler County, NE",446,93,345,465,62,377,-252,-315,0
2751,31185,"York County, NE",6246,1352,4814,6381,1186,4700,-3462,-3514,0
2752,21001,"Adair County, KY",7600,1660,5841,8233,1323,6637,-4181,-5314,0
2753,21003,"Allen County, KY",7099,1808,5184,8096,1349,6466,-3376,-5117,0
2754,21005,"Anderson County, KY",10318,3315,6822,11422,2634,8242,-3507,-5608,0
2755,21007,"Ballard County, KY",3895,1189,2647,4101,816,3161,-1458,-2345,0
2756,21009,"Barren County, KY",16565,5400,10922,18488,4275,13483,-5522,-9208,0
2757,21011,"Bath County, KY",4122,1770,2275,4587,1361,3082,-505,-1721,0
2758,21013,"Bell County, KY",9482,2224,7127,9718,1720,7764,-4903,-6044,0
2759,21015,"Boone County, KY",52495,15628,35920,57618,15026,39082,-20292,-24056,0
2760,21017,"Bourbon County, KY",7909,3075,4692,8803,2791,5569,-1617,-2778,0
2761,21019,"Boyd County, KY",19040,7776,10883,20454,6021,13591,-3107,-7570,0
2762,21021,"Boyle County, KY",12368,4471,7703,12946,4281,8040,-3232,-3759,0
2763,21023,"Bracken County, KY",3230,1147,2029,3527,705,2711,-882,-2006,0
2764,21025,"Breathitt County, KY",5008,1562,3318,5738,1537,3991,-1756,-2454,0
